39, State-gov, 77516, 13, Adm-clerical, White, Male, 40, United-States, <=50K
45, Private, 256649, 9, Machine-op-inspct, Black, Male, 40, United-States, <=50K
44, Private, 160323, 9, Craft-repair, Black, Male, 40, United-States, <=50K
20, Local-gov, 350845, 10, Adm-clerical, White, Female, 10, United-States, <=50K
33, Private, 267404, 9, Craft-repair, White, Female, 40, United-States, <=50K
23, Private, 35633, 10, Sales, White, Male, 40, United-States, <=50K
46, Self-emp-not-inc, 80914, 14, Exec-managerial, White, Male, 30, United-States, <=50K
38, Private, 172927, 9, Sales, White, Male, 50, United-States, <=50K
54, Private, 174319, 9, Transport-moving, White, Male, 40, United-States, <=50K
46, Private, 214955, 3, Craft-repair, White, Female, 45, United-States, <=50K
25, Private, 344991, 10, Craft-repair, White, Male, 40, United-States, <=50K
46, Private, 108699, 10, Sales, White, Female, 40, United-States, <=50K
36, Local-gov, 117312, 10, Transport-moving, White, Female, 40, United-States, <=50K
23, Private, 396099, 9, Other-service, White, Female, 25, United-States, <=50K
29, Private, 134152, 9, Machine-op-inspct, White, Male, 40, United-States, <=50K
44, Private, 162028, 10, Adm-clerical, White, Female, 6, United-States, >50K
19, Private, 25429, 10, Adm-clerical, White, Female, 16, United-States, <=50K
19, Private, 232392, 9, Other-service, White, Female, 40, United-States, <=50K
35, Private, 220098, 9, Other-service, White, Female, 40, United-States, >50K
27, Private, 301302, 13, Craft-repair, White, Male, 50, United-States, <=50K
46, Self-emp-not-inc, 277946, 12, Craft-repair, White, Male, 40, United-States, <=50K
34, State-gov, 98101, 13, Exec-managerial, White, Male, 45, ?, >50K
34, Private, 196164, 9, Other-service, White, Female, 35, United-States, <=50K
44, Private, 115562, 10, Tech-support, White, Male, 40, United-States, <=50K
45, Private, 96975, 10, Handlers-cleaners, White, Female, 40, United-States, <=50K
20, ?, 137300, 9, ?, White, Female, 35, United-States, <=50K
25, Private, 86872, 13, Exec-managerial, White, Male, 55, United-States, >50K
52, Self-emp-inc, 132178, 13, Exec-managerial, White, Male, 50, United-States, >50K
20, Private, 416103, 10, Handlers-cleaners, White, Male, 40, United-States, <=50K
28, Private, 108574, 10, Other-service, White, Female, 40, United-States, <=50K
50, State-gov, 288353, 13, Protective-serv, White, Male, 40, United-States, >50K
34, Private, 227689, 11, Tech-support, White, Female, 64, United-States, <=50K
28, Private, 166481, 4, Handlers-cleaners, Other, Male, 40, Puerto-Rico, <=50K
41, Private, 445382, 14, Exec-managerial, White, Male, 65, United-States, >50K
28, Private, 110145, 9, Adm-clerical, White, Male, 40, United-States, <=50K
46, Self-emp-not-inc, 317253, 9, Craft-repair, White, Male, 25, United-States, <=50K
28, ?, 123147, 10, ?, White, Female, 40, United-States, >50K
32, Private, 364657, 10, Exec-managerial, White, Male, 50, United-States, <=50K
41, Local-gov, 42346, 10, Other-service, Black, Female, 24, United-States, <=50K
24, Private, 241951, 9, Handlers-cleaners, Black, Female, 40, United-States, <=50K
33, Private, 118500, 10, Exec-managerial, White, Female, 40, United-States, <=50K
46, Private, 188386, 16, Exec-managerial, White, Male, 60, United-States, >50K
31, State-gov, 1033222, 10, Machine-op-inspct, White, Male, 40, United-States, <=50K
35, Private, 92440, 8, Craft-repair, White, Male, 50, United-States, >50K
52, Private, 190762, 2, Machine-op-inspct, White, Male, 40, Mexico, <=50K
30, Private, 426017, 7, Other-service, White, Female, 19, United-States, <=50K
34, Local-gov, 243867, 7, Machine-op-inspct, Black, Male, 40, United-States, <=50K
34, State-gov, 240283, 9, Transport-moving, White, Female, 40, United-States, <=50K
20, Private, 61777, 10, Sales, White, Male, 30, United-States, <=50K
17, Private, 175024, 7, Handlers-cleaners, White, Male, 18, United-States, <=50K
32, State-gov, 92003, 13, Exec-managerial, White, Female, 40, United-States, >50K
29, Private, 188401, 9, Farming-fishing, White, Male, 40, United-States, <=50K
33, Private, 228528, 6, Craft-repair, White, Female, 35, United-States, <=50K
25, Private, 133373, 9, Transport-moving, White, Male, 60, United-States, <=50K
36, Federal-gov, 255191, 14, Prof-specialty, White, Male, 40, United-States, <=50K
23, Private, 204653, 9, Handlers-cleaners, White, Male, 72, Dominican-Republic, <=50K
63, Self-emp-inc, 222289, 9, Exec-managerial, White, Male, 40, United-States, >50K
47, Local-gov, 287480, 14, Prof-specialty, White, Male, 40, United-States, <=50K
80, ?, 107762, 9, ?, White, Male, 24, United-States, <=50K
17, ?, 202521, 7, ?, White, Male, 40, United-States, <=50K
40, Self-emp-not-inc, 204116, 13, Prof-specialty, White, Female, 40, United-States, <=50K
30, Private, 29662, 12, Other-service, White, Female, 25, United-States, >50K
27, Private, 116358, 10, Craft-repair, Asian-Pac-Islander, Male, 40, Philippines, <=50K
33, Private, 208405, 14, Prof-specialty, White, Male, 50, United-States, >50K
34, Local-gov, 284843, 9, Farming-fishing, Black, Male, 60, United-States, <=50K
34, Local-gov, 117018, 10, Protective-serv, White, Female, 40, United-States, <=50K
23, Private, 81281, 10, Adm-clerical, White, Male, 40, United-States, <=50K
42, Local-gov, 340148, 10, Adm-clerical, White, Female, 40, United-States, <=50K
29, Private, 363425, 13, Prof-specialty, White, Male, 40, United-States, <=50K
45, Private, 45857, 9, Adm-clerical, White, Female, 28, United-States, <=50K
24, Federal-gov, 191073, 9, Armed-Forces, White, Male, 40, United-States, <=50K
44, Private, 116632, 10, Prof-specialty, White, Male, 40, United-States, >50K
27, Private, 405855, 5, Craft-repair, White, Male, 40, Mexico, <=50K
20, Private, 298227, 10, Sales, White, Male, 35, United-States, <=50K
44, Private, 290521, 9, Exec-managerial, Black, Female, 40, United-States, <=50K
51, Private, 56915, 9, Craft-repair, Amer-Indian-Eskimo, Male, 40, United-States, <=50K
20, Private, 146538, 9, Machine-op-inspct, White, Male, 40, United-States, <=50K
17, ?, 258872, 7, ?, White, Female, 5, United-States, <=50K
19, Private, 206399, 9, Machine-op-inspct, Black, Female, 40, United-States, <=50K
45, Self-emp-inc, 197332, 10, Craft-repair, White, Male, 55, United-States, >50K
60, Private, 245062, 9, Craft-repair, White, Male, 40, United-States, >50K
42, Private, 197583, 12, Exec-managerial, Black, Male, 40, ?, >50K
44, Self-emp-not-inc, 234885, 9, Sales, White, Female, 40, United-States, >50K
40, Private, 72887, 11, Machine-op-inspct, Asian-Pac-Islander, Male, 40, United-States, >50K
30, Private, 180374, 9, Exec-managerial, White, Female, 40, United-States, <=50K
38, Private, 351299, 10, Transport-moving, Black, Male, 50, United-States, <=50K
23, Private, 54012, 9, Transport-moving, White, Male, 60, United-States, <=50K
32, ?, 115745, 10, ?, White, Male, 40, United-States, <=50K
44, Private, 116632, 12, Farming-fishing, White, Male, 40, United-States, <=50K
54, Local-gov, 288825, 9, Transport-moving, Black, Male, 40, United-States, <=50K
32, Private, 132601, 13, Prof-specialty, White, Male, 50, United-States, <=50K
50, Private, 193374, 2, Craft-repair, White, Male, 40, United-States, <=50K
24, Private, 170070, 13, Tech-support, White, Female, 20, United-States, <=50K
37, Private, 126708, 9, Adm-clerical, White, Female, 60, United-States, <=50K
52, Private, 35598, 9, Transport-moving, White, Male, 40, United-States, <=50K
38, Private, 33983, 10, Transport-moving, White, Male, 40, United-States, <=50K
49, Private, 192776, 14, Exec-managerial, White, Male, 45, United-States, >50K
30, Private, 118551, 13, Tech-support, White, Female, 16, United-States, >50K
60, Private, 201965, 10, Prof-specialty, White, Male, 40, United-States, >50K
22, ?, 139883, 10, ?, White, Male, 40, United-States, <=50K
35, Private, 285020, 9, Craft-repair, White, Male, 40, United-States, <=50K
30, Private, 303990, 9, Transport-moving, White, Male, 60, United-States, <=50K
67, Private, 49401, 11, Other-service, White, Female, 24, United-States, <=50K
46, Private, 279196, 13, Craft-repair, White, Female, 40, United-States, <=50K
17, Private, 211870, 5, Other-service, White, Male, 6, United-States, <=50K
22, Private, 281432, 10, Handlers-cleaners, White, Male, 30, United-States, <=50K
27, Private, 161155, 6, Other-service, White, Male, 40, United-States, <=50K
23, Private, 197904, 9, Other-service, White, Female, 35, United-States, <=50K
33, Private, 111746, 12, Craft-repair, White, Male, 45, Portugal, <=50K
43, Self-emp-not-inc, 170721, 10, Craft-repair, White, Male, 20, United-States, <=50K
28, State-gov, 70100, 13, Prof-specialty, White, Male, 20, United-States, <=50K
41, Private, 193626, 9, Craft-repair, White, Female, 40, United-States, <=50K
52, ?, 271749, 8, ?, Black, Male, 40, United-States, <=50K
25, Private, 189775, 10, Adm-clerical, Black, Female, 20, United-States, <=50K
63, ?, 401531, 2, ?, White, Male, 35, United-States, <=50K
59, Local-gov, 286967, 9, Transport-moving, White, Male, 45, United-States, <=50K
45, Local-gov, 164427, 13, Prof-specialty, White, Female, 40, United-States, <=50K
38, Private, 91039, 13, Sales, White, Male, 60, United-States, >50K
40, Private, 347934, 9, Other-service, White, Female, 35, United-States, <=50K
46, Federal-gov, 371373, 9, Adm-clerical, White, Male, 40, United-States, <=50K
35, Private, 32220, 12, Exec-managerial, White, Female, 60, United-States, <=50K
34, Private, 187251, 9, Prof-specialty, White, Female, 25, United-States, <=50K
33, Private, 178107, 13, Craft-repair, White, Male, 20, United-States, <=50K
41, Private, 343121, 9, Adm-clerical, White, Female, 36, United-States, <=50K
20, Private, 262749, 10, Machine-op-inspct, White, Male, 40, United-States, <=50K
23, Private, 403107, 3, Other-service, White, Male, 40, El-Salvador, <=50K
26, Private, 64293, 10, Prof-specialty, White, Female, 35, United-States, <=50K
72, ?, 303588, 9, ?, White, Male, 20, United-States, <=50K
23, Local-gov, 324960, 9, Farming-fishing, White, Male, 40, Poland, <=50K
62, Local-gov, 114060, 9, Transport-moving, White, Male, 40, United-States, <=50K
52, Private, 48925, 10, Adm-clerical, White, Male, 40, United-States, <=50K
58, Private, 180980, 10, Other-service, White, Female, 42, France, <=50K
25, Private, 181054, 13, Sales, White, Female, 40, United-States, <=50K
24, Private, 388093, 13, Exec-managerial, Black, Male, 40, United-States, <=50K
19, Private, 249609, 10, Protective-serv, White, Male, 8, United-States, <=50K
43, Private, 112131, 10, Exec-managerial, White, Male, 40, United-States, <=50K
47, Local-gov, 543162, 9, Adm-clerical, Black, Female, 40, United-States, <=50K
39, Private, 91996, 9, Other-service, White, Female, 40, United-States, <=50K
49, Private, 141944, 11, Handlers-cleaners, White, Male, 42, United-States, <=50K
53, ?, 251804, 3, ?, Black, Female, 30, United-States, <=50K
32, Private, 37070, 11, Craft-repair, White, Male, 45, United-States, <=50K
34, Private, 337587, 10, Prof-specialty, White, Male, 50, United-States, >50K
28, Private, 189346, 9, Craft-repair, White, Male, 45, United-States, <=50K
57, ?, 222216, 11, ?, White, Female, 38, United-States, <=50K
25, Private, 267044, 10, Adm-clerical, Amer-Indian-Eskimo, Female, 20, United-States, <=50K
20, ?, 214635, 10, ?, White, Male, 24, United-States, <=50K
21, ?, 204226, 10, ?, White, Female, 35, United-States, <=50K
34, Private, 108116, 13, Prof-specialty, White, Male, 50, United-States, >50K
38, Self-emp-inc, 99146, 13, Exec-managerial, White, Male, 80, United-States, >50K
50, Private, 196232, 9, Exec-managerial, White, Male, 50, United-States, >50K
24, Local-gov, 248344, 10, Handlers-cleaners, Black, Male, 50, United-States, <=50K
37, Local-gov, 186035, 10, Tech-support, White, Male, 45, United-States, >50K
44, Private, 177905, 10, Machine-op-inspct, White, Male, 58, United-States, >50K
28, Private, 85812, 10, Sales, White, Female, 40, United-States, <=50K
42, Private, 221172, 13, Exec-managerial, White, Male, 40, United-States, >50K
74, Private, 99183, 10, Adm-clerical, White, Female, 9, United-States, <=50K
38, Self-emp-not-inc, 190387, 9, Craft-repair, White, Male, 50, United-States, <=50K
44, Self-emp-not-inc, 202692, 14, Prof-specialty, White, Male, 40, United-States, <=50K
44, Private, 109339, 7, Machine-op-inspct, Other, Female, 46, Puerto-Rico, <=50K
26, Private, 108658, 9, Machine-op-inspct, White, Male, 40, United-States, <=50K
36, Private, 197202, 9, Other-service, Black, Male, 40, United-States, <=50K
41, Private, 101739, 12, Exec-managerial, White, Female, 50, United-States, >50K
67, Private, 231559, 15, Prof-specialty, White, Male, 48, United-States, >50K
39, Local-gov, 207853, 8, Tech-support, White, Male, 50, United-States, <=50K
57, Private, 190942, 2, Priv-house-serv, Black, Female, 30, United-States, <=50K
29, Private, 102345, 11, Craft-repair, White, Male, 40, United-States, <=50K
31, Self-emp-inc, 41493, 13, Farming-fishing, White, Female, 45, United-States, <=50K
34, ?, 190027, 9, ?, Black, Female, 40, United-States, <=50K
44, Private, 210525, 10, Transport-moving, White, Male, 40, United-States, <=50K
29, Private, 133937, 16, Prof-specialty, White, Male, 40, United-States, <=50K
30, Private, 237903, 10, Handlers-cleaners, White, Female, 40, United-States, <=50K
27, Private, 163862, 9, Transport-moving, White, Male, 40, United-States, <=50K
27, Private, 201872, 10, Sales, White, Male, 50, United-States, <=50K
32, Private, 84179, 9, Handlers-cleaners, White, Female, 45, United-States, <=50K
58, Private, 51662, 6, Other-service, White, Female, 8, United-States, <=50K
35, Local-gov, 233327, 10, Protective-serv, White, Male, 40, United-States, <=50K
21, Private, 259510, 9, Handlers-cleaners, White, Male, 36, United-States, <=50K
28, Private, 184831, 10, Craft-repair, White, Male, 40, United-States, <=50K
46, Self-emp-not-inc, 245724, 10, Exec-managerial, White, Male, 50, United-States, <=50K
36, Self-emp-not-inc, 27053, 9, Other-service, White, Female, 40, United-States, <=50K
72, Private, 205343, 7, Adm-clerical, White, Female, 40, United-States, <=50K
35, Private, 229328, 9, Machine-op-inspct, Black, Female, 40, United-States, <=50K
33, Federal-gov, 319560, 11, Craft-repair, Black, Female, 40, United-States, >50K
69, Private, 136218, 7, Machine-op-inspct, White, Female, 40, United-States, <=50K
35, Private, 54576, 9, Machine-op-inspct, White, Male, 40, United-States, <=50K
31, Private, 323069, 9, Adm-clerical, White, Female, 20, ?, <=50K
34, Private, 148291, 9, Tech-support, White, Female, 32, United-States, <=50K
30, Private, 152453, 7, Other-service, White, Male, 40, Mexico, <=50K
28, Private, 114053, 13, Transport-moving, White, Male, 55, United-States, <=50K
54, Private, 212960, 13, Sales, White, Male, 35, United-States, >50K
47, Private, 264052, 10, Prof-specialty, White, Male, 50, United-States, >50K
24, Private, 82804, 9, Handlers-cleaners, Black, Female, 40, United-States, <=50K
52, Self-emp-not-inc, 334273, 13, Prof-specialty, White, Male, 60, United-States, >50K
20, Private, 27337, 9, Handlers-cleaners, Amer-Indian-Eskimo, Male, 48, United-States, <=50K
43, Self-emp-inc, 188436, 14, Exec-managerial, White, Male, 45, United-States, <=50K
45, Private, 433665, 4, Other-service, White, Female, 40, Mexico, <=50K
29, Self-emp-not-inc, 110663, 9, Craft-repair, White, Male, 35, United-States, <=50K
47, Private, 87490, 14, Exec-managerial, White, Male, 42, United-States, <=50K
24, Private, 354351, 9, Craft-repair, White, Male, 40, United-States, <=50K
51, Private, 95469, 9, Prof-specialty, White, Male, 40, United-States, <=50K
17, Private, 242718, 7, Sales, White, Male, 12, United-States, <=50K
37, Private, 22463, 11, Craft-repair, White, Male, 40, United-States, >50K
27, Private, 158156, 16, Prof-specialty, White, Female, 70, United-States, <=50K
29, Private, 350162, 13, Exec-managerial, White, Male, 40, United-States, >50K
18, ?, 165532, 8, ?, White, Male, 25, United-States, <=50K
36, Self-emp-not-inc, 28738, 12, Sales, White, Female, 35, United-States, <=50K
58, Local-gov, 283635, 13, Prof-specialty, White, Female, 40, United-States, <=50K
26, Self-emp-not-inc, 86646, 10, Craft-repair, White, Male, 45, United-States, <=50K
65, ?, 195733, 10, ?, White, Male, 30, United-States, >50K
57, Private, 69884, 9, Sales, White, Male, 40, United-States, >50K
59, Private, 199713, 9, Craft-repair, White, Male, 40, United-States, <=50K
27, Private, 181659, 9, Machine-op-inspct, White, Male, 40, United-States, <=50K
31, Self-emp-not-inc, 340939, 13, Tech-support, White, Male, 40, United-States, <=50K
21, Private, 197747, 10, Sales, White, Female, 24, United-States, <=50K
29, Private, 34292, 10, Adm-clerical, White, Male, 60, United-States, <=50K
18, Private, 156764, 7, Other-service, White, Male, 40, United-States, <=50K
52, Private, 25826, 6, Craft-repair, White, Male, 47, United-States, >50K
57, Self-emp-inc, 103948, 13, Prof-specialty, White, Male, 80, United-States, <=50K
42, ?, 137390, 9, ?, White, Male, 40, United-States, <=50K
55, ?, 105138, 9, ?, Asian-Pac-Islander, Female, 40, United-States, <=50K
60, Private, 39352, 4, Transport-moving, White, Male, 48, United-States, >50K
31, Private, 168387, 13, Prof-specialty, White, Male, 40, Canada, >50K
23, Private, 117789, 13, Adm-clerical, White, Female, 40, United-States, <=50K
27, Private, 267147, 9, Sales, White, Male, 40, United-States, <=50K
23, ?, 99399, 10, ?, Amer-Indian-Eskimo, Female, 25, United-States, <=50K
42, Self-emp-not-inc, 214242, 15, Prof-specialty, White, Male, 50, United-States, >50K
25, Private, 200408, 10, Tech-support, White, Male, 40, United-States, <=50K
49, Private, 136455, 13, Prof-specialty, White, Female, 45, United-States, <=50K
32, Private, 239824, 13, Tech-support, White, Male, 40, United-States, <=50K
19, Private, 217039, 10, Adm-clerical, White, Male, 28, United-States, <=50K
60, Private, 51290, 4, Other-service, White, Female, 40, United-States, <=50K
42, Local-gov, 175674, 5, Other-service, White, Male, 40, United-States, <=50K
35, Self-emp-not-inc, 194404, 12, Farming-fishing, White, Male, 40, United-States, <=50K
48, Private, 45612, 9, Adm-clerical, Black, Female, 37, United-States, <=50K
51, Private, 410114, 14, Craft-repair, White, Male, 40, United-States, >50K
29, Private, 182521, 9, Craft-repair, Amer-Indian-Eskimo, Male, 40, United-States, <=50K
36, Local-gov, 339772, 9, Exec-managerial, Black, Male, 40, United-States, <=50K
17, Private, 169658, 6, Other-service, White, Female, 21, United-States, <=50K
52, Private, 200853, 14, Prof-specialty, White, Female, 60, United-States, <=50K
24, Private, 247564, 9, Craft-repair, White, Male, 40, United-States, <=50K
24, Private, 249909, 9, Handlers-cleaners, White, Male, 50, United-States, <=50K
26, Local-gov, 208122, 13, Prof-specialty, White, Male, 40, United-States, <=50K
27, Private, 109881, 13, Other-service, White, Female, 20, United-States, <=50K
39, Private, 207824, 9, Handlers-cleaners, White, Male, 60, United-States, <=50K
30, Private, 369027, 9, Transport-moving, Black, Male, 45, United-States, <=50K
50, Self-emp-not-inc, 114117, 9, Exec-managerial, White, Male, 32, United-States, <=50K
52, Self-emp-inc, 51048, 13, Sales, White, Male, 55, United-States, <=50K
46, Private, 102388, 15, Prof-specialty, White, Male, 45, United-States, >50K
23, Private, 190483, 13, Sales, White, Female, 20, United-States, <=50K
45, Private, 462440, 7, Other-service, Black, Female, 20, United-States, <=50K
65, Private, 109351, 5, Priv-house-serv, Black, Female, 24, United-States, <=50K
29, Private, 34383, 11, Transport-moving, White, Male, 55, United-States, <=50K
47, Private, 241832, 5, Handlers-cleaners, White, Male, 40, El-Salvador, <=50K
30, Private, 124187, 9, Farming-fishing, Black, Male, 60, United-States, <=50K
34, Private, 153614, 9, Sales, White, Male, 45, United-States, >50K
38, Self-emp-not-inc, 267556, 9, Sales, White, Male, 64, United-States, <=50K
33, Private, 205469, 10, Exec-managerial, White, Male, 40, United-States, >50K
49, Private, 268090, 13, Sales, White, Male, 26, United-States, >50K
47, Self-emp-not-inc, 165039, 10, Other-service, Black, Female, 40, United-States, <=50K
49, Local-gov, 120451, 6, Other-service, Black, Female, 40, United-States, <=50K
43, Private, 154374, 10, Craft-repair, White, Male, 60, United-States, >50K
30, Private, 103649, 13, Adm-clerical, Black, Female, 40, United-States, >50K
58, Self-emp-not-inc, 35723, 9, Craft-repair, White, Male, 60, United-States, <=50K
19, Private, 262601, 9, Other-service, White, Female, 14, United-States, <=50K
21, Private, 226181, 13, Handlers-cleaners, White, Male, 40, United-States, <=50K
33, Private, 175697, 13, Exec-managerial, White, Male, 60, United-States, >50K
47, Self-emp-inc, 248145, 3, Transport-moving, White, Male, 50, Cuba, <=50K
52, Self-emp-not-inc, 289436, 16, Prof-specialty, White, Male, 60, United-States, >50K
26, Private, 75654, 9, Craft-repair, White, Male, 55, United-States, <=50K
60, Private, 199378, 9, Craft-repair, White, Male, 40, United-States, <=50K
21, Private, 160968, 10, Handlers-cleaners, White, Male, 40, United-States, <=50K
36, Private, 188563, 10, Sales, White, Male, 50, United-States, >50K
31, Private, 55849, 10, Craft-repair, White, Male, 45, United-States, <=50K
50, Self-emp-inc, 195322, 16, Prof-specialty, White, Male, 40, United-States, >50K
31, Local-gov, 402089, 9, Adm-clerical, White, Female, 40, United-States, <=50K
71, Private, 78277, 9, Craft-repair, White, Male, 15, United-States, <=50K
58, ?, 158611, 9, ?, White, Male, 50, United-States, <=50K
30, State-gov, 169496, 13, Tech-support, White, Male, 40, United-States, >50K
20, Private, 130959, 10, Other-service, White, Male, 20, United-States, <=50K
24, Private, 556660, 9, Exec-managerial, White, Male, 50, United-States, <=50K
35, Private, 292472, 16, Prof-specialty, Asian-Pac-Islander, Male, 40, Taiwan, >50K
38, State-gov, 143774, 10, Exec-managerial, White, Female, 45, United-States, <=50K
27, Private, 288341, 9, Machine-op-inspct, White, Female, 32, United-States, <=50K
29, State-gov, 71592, 10, Adm-clerical, Asian-Pac-Islander, Female, 40, Philippines, <=50K
70, ?, 167358, 5, ?, White, Female, 15, United-States, <=50K
34, Private, 106742, 9, Craft-repair, White, Male, 45, United-States, <=50K
44, Private, 219288, 4, Craft-repair, White, Male, 35, United-States, <=50K
43, Private, 174524, 9, Machine-op-inspct, White, Male, 40, United-States, >50K
44, Self-emp-not-inc, 335183, 8, Handlers-cleaners, Black, Male, 40, United-States, >50K
35, Private, 261293, 14, Sales, White, Male, 60, United-States, <=50K
27, Private, 111900, 10, Prof-specialty, White, Male, 40, United-States, <=50K
43, Local-gov, 194360, 14, Prof-specialty, White, Male, 38, United-States, <=50K
20, Private, 81145, 10, Sales, White, Female, 25, United-States, <=50K
42, Private, 341204, 12, Prof-specialty, White, Female, 40, United-States, >50K
27, State-gov, 249362, 10, Transport-moving, White, Male, 40, United-States, <=50K
42, Private, 247019, 9, Craft-repair, Black, Male, 40, United-States, >50K
20, ?, 114746, 7, ?, Asian-Pac-Islander, Female, 40, South, <=50K
24, Private, 172146, 5, Machine-op-inspct, White, Male, 40, United-States, <=50K
48, Federal-gov, 110457, 10, Exec-managerial, White, Male, 40, United-States, <=50K
17, ?, 80077, 7, ?, White, Female, 20, United-States, <=50K
17, Self-emp-not-inc, 368700, 7, Farming-fishing, White, Male, 10, United-States, <=50K
33, Private, 182556, 13, Exec-managerial, White, Male, 40, United-States, >50K
50, Self-emp-inc, 219420, 9, Sales, White, Male, 50, United-States, >50K
22, Private, 240817, 9, Sales, White, Female, 40, United-States, <=50K
17, Private, 102726, 8, Other-service, White, Male, 16, United-States, <=50K
32, Private, 226267, 10, Adm-clerical, White, Male, 40, Mexico, <=50K
31, Private, 125457, 9, Craft-repair, White, Male, 45, United-States, <=50K
58, Self-emp-not-inc, 204021, 9, Exec-managerial, White, Male, 50, United-States, <=50K
29, Local-gov, 92262, 9, Protective-serv, White, Male, 48, United-States, <=50K
37, Private, 161141, 11, Craft-repair, White, Male, 40, Portugal, >50K
34, Self-emp-not-inc, 190290, 9, Craft-repair, White, Male, 40, United-States, >50K
23, Local-gov, 430828, 10, Exec-managerial, Black, Male, 40, United-States, <=50K
18, State-gov, 59342, 7, Adm-clerical, White, Female, 5, United-States, <=50K
34, Private, 136721, 9, Exec-managerial, White, Female, 40, United-States, <=50K
66, ?, 149422, 4, ?, White, Male, 4, United-States, <=50K
45, Local-gov, 86644, 13, Prof-specialty, White, Female, 55, United-States, <=50K
41, Private, 195124, 14, Exec-managerial, White, Male, 35, Dominican-Republic, <=50K
26, Private, 167350, 9, Other-service, White, Male, 30, United-States, <=50K
54, Local-gov, 113000, 10, Farming-fishing, White, Male, 40, United-States, <=50K
24, Private, 140027, 10, Machine-op-inspct, Black, Female, 45, United-States, <=50K
42, Private, 262425, 10, Prof-specialty, White, Male, 50, United-States, <=50K
20, Private, 316702, 10, Prof-specialty, White, Male, 20, United-States, <=50K
23, State-gov, 335453, 13, Tech-support, White, Female, 20, United-States, <=50K
25, ?, 202480, 12, ?, White, Male, 45, United-States, <=50K
35, Private, 203628, 14, Prof-specialty, White, Male, 60, United-States, >50K
31, Private, 118710, 14, Tech-support, White, Male, 40, United-States, >50K
30, Private, 189620, 13, Prof-specialty, White, Female, 40, Poland, <=50K
19, Private, 475028, 9, Sales, White, Female, 20, United-States, <=50K
36, Local-gov, 110866, 13, Prof-specialty, White, Male, 50, United-States, <=50K
31, Private, 243605, 13, Sales, White, Female, 40, Cuba, <=50K
21, Private, 163870, 10, Handlers-cleaners, White, Male, 30, United-States, <=50K
31, Self-emp-not-inc, 80145, 10, Craft-repair, White, Male, 40, United-States, <=50K
46, Private, 295566, 16, Prof-specialty, White, Female, 65, United-States, >50K
44, Private, 63042, 13, Exec-managerial, White, Female, 50, United-States, >50K
40, Private, 229148, 8, Other-service, Black, Male, 40, Jamaica, <=50K
45, Private, 242552, 10, Sales, Black, Male, 40, United-States, <=50K
60, Private, 177665, 9, Craft-repair, White, Male, 35, United-States, <=50K
18, Private, 208103, 7, Other-service, White, Male, 25, United-States, <=50K
28, Private, 296450, 13, Prof-specialty, White, Male, 40, United-States, <=50K
36, Private, 70282, 10, Adm-clerical, Black, Female, 40, United-States, <=50K
36, Private, 271767, 13, Prof-specialty, White, Male, 40, ?, <=50K
40, Private, 144995, 11, Tech-support, White, Male, 40, United-States, <=50K
36, Local-gov, 382635, 13, Adm-clerical, White, Female, 35, Honduras, <=50K
31, Private, 295697, 9, Other-service, Black, Female, 40, United-States, <=50K
33, Private, 194141, 9, Machine-op-inspct, White, Male, 40, United-States, <=50K
19, State-gov, 378418, 9, Tech-support, White, Female, 40, United-States, <=50K
22, Private, 214399, 10, Sales, White, Female, 15, United-States, <=50K
34, Private, 217460, 13, Exec-managerial, White, Male, 45, United-States, >50K
33, Private, 182556, 9, Other-service, White, Male, 40, United-States, <=50K
41, Private, 125831, 9, Craft-repair, White, Male, 60, United-States, <=50K
29, Private, 271328, 13, Prof-specialty, White, Male, 40, United-States, <=50K
50, Local-gov, 50459, 9, Exec-managerial, White, Male, 42, United-States, >50K
42, Private, 162140, 13, Exec-managerial, White, Male, 45, United-States, >50K
43, Private, 177937, 13, Prof-specialty, White, Male, 40, ?, >50K
44, Private, 111502, 9, Sales, White, Female, 40, United-States, <=50K
20, Private, 299047, 10, Other-service, White, Female, 20, United-States, <=50K
31, Private, 223212, 9, Other-service, White, Male, 40, Mexico, <=50K
65, Self-emp-not-inc, 118474, 7, Exec-managerial, White, Male, 59, ?, >50K
23, Private, 352139, 10, Other-service, White, Female, 24, United-States, <=50K
55, Private, 173093, 10, Adm-clerical, Asian-Pac-Islander, Female, 40, United-States, <=50K
26, Private, 181655, 11, Adm-clerical, White, Male, 45, United-States, <=50K
25, Private, 332702, 11, Other-service, White, Female, 15, United-States, <=50K
45, ?, 51164, 10, ?, Black, Female, 40, United-States, <=50K
35, Private, 234901, 10, Craft-repair, White, Male, 40, United-States, <=50K
36, Private, 131414, 10, Sales, Black, Female, 36, United-States, <=50K
43, State-gov, 260960, 13, Prof-specialty, White, Male, 50, United-States, <=50K
56, Private, 156052, 9, Other-service, Black, Female, 20, United-States, <=50K
42, Private, 279914, 13, Tech-support, White, Male, 40, United-States, >50K
19, Private, 192453, 10, Other-service, White, Female, 25, United-States, <=50K
55, Self-emp-not-inc, 200939, 9, Transport-moving, White, Male, 72, United-States, <=50K
42, Private, 151408, 14, Exec-managerial, White, Female, 50, United-States, >50K
26, Private, 112847, 11, Tech-support, White, Male, 40, United-States, <=50K
17, Private, 316929, 8, Handlers-cleaners, White, Male, 20, United-States, <=50K
42, Local-gov, 126319, 13, Prof-specialty, White, Female, 40, United-States, >50K
