39, State-gov, 77516, 13, Adm-clerical, White, Male, 40, United-States, <=50K
45, Private, 256649, 9, Machine-op-inspct, Black, Male, 40, United-States, <=50K
44, Private, 160323, 9, Craft-repair, Black, Male, 40, United-States, <=50K
20, Local-gov, 350845, 10, Adm-clerical, White, Female, 10, United-States, <=50K
33, Private, 267404, 9, Craft-repair, White, Female, 40, United-States, <=50K
23, Private, 35633, 10, Sales, White, Male, 40, United-States, <=50K
46, Self-emp-not-inc, 80914, 14, Exec-managerial, White, Male, 30, United-States, <=50K
38, Private, 172927, 9, Sales, White, Male, 50, United-States, <=50K
54, Private, 174319, 9, Transport-moving, White, Male, 40, United-States, <=50K
46, Private, 214955, 3, Craft-repair, White, Female, 45, United-States, <=50K
25, Private, 344991, 10, Craft-repair, White, Male, 40, United-States, <=50K
46, Private, 108699, 10, Sales, White, Female, 40, United-States, <=50K
36, Local-gov, 117312, 10, Transport-moving, White, Female, 40, United-States, <=50K
23, Private, 396099, 9, Other-service, White, Female, 25, United-States, <=50K
29, Private, 134152, 9, Machine-op-inspct, White, Male, 40, United-States, <=50K
44, Private, 162028, 10, Adm-clerical, White, Female, 6, United-States, >50K
19, Private, 25429, 10, Adm-clerical, White, Female, 16, United-States, <=50K
19, Private, 232392, 9, Other-service, White, Female, 40, United-States, <=50K
35, Private, 220098, 9, Other-service, White, Female, 40, United-States, >50K
27, Private, 301302, 13, Craft-repair, White, Male, 50, United-States, <=50K
46, Self-emp-not-inc, 277946, 12, Craft-repair, White, Male, 40, United-States, <=50K
34, State-gov, 98101, 13, Exec-managerial, White, Male, 45, ?, >50K
34, Private, 196164, 9, Other-service, White, Female, 35, United-States, <=50K
44, Private, 115562, 10, Tech-support, White, Male, 40, United-States, <=50K
45, Private, 96975, 10, Handlers-cleaners, White, Female, 40, United-States, <=50K
20, ?, 137300, 9, ?, White, Female, 35, United-States, <=50K
25, Private, 86872, 13, Exec-managerial, White, Male, 55, United-States, >50K
52, Self-emp-inc, 132178, 13, Exec-managerial, White, Male, 50, United-States, >50K
20, Private, 416103, 10, Handlers-cleaners, White, Male, 40, United-States, <=50K
28, Private, 108574, 10, Other-service, White, Female, 40, United-States, <=50K
50, State-gov, 288353, 13, Protective-serv, White, Male, 40, United-States, >50K
34, Private, 227689, 11, Tech-support, White, Female, 64, United-States, <=50K
28, Private, 166481, 4, Handlers-cleaners, Other, Male, 40, Puerto-Rico, <=50K
41, Private, 445382, 14, Exec-managerial, White, Male, 65, United-States, >50K
28, Private, 110145, 9, Adm-clerical, White, Male, 40, United-States, <=50K
46, Self-emp-not-inc, 317253, 9, Craft-repair, White, Male, 25, United-States, <=50K
28, ?, 123147, 10, ?, White, Female, 40, United-States, >50K
32, Private, 364657, 10, Exec-managerial, White, Male, 50, United-States, <=50K
41, Local-gov, 42346, 10, Other-service, Black, Female, 24, United-States, <=50K
24, Private, 241951, 9, Handlers-cleaners, Black, Female, 40, United-States, <=50K
33, Private, 118500, 10, Exec-managerial, White, Female, 40, United-States, <=50K
46, Private, 188386, 16, Exec-managerial, White, Male, 60, United-States, >50K
31, State-gov, 1033222, 10, Machine-op-inspct, White, Male, 40, United-States, <=50K
35, Private, 92440, 8, Craft-repair, White, Male, 50, United-States, >50K
52, Private, 190762, 2, Machine-op-inspct, White, Male, 40, Mexico, <=50K
30, Private, 426017, 7, Other-service, White, Female, 19, United-States, <=50K
34, Local-gov, 243867, 7, Machine-op-inspct, Black, Male, 40, United-States, <=50K
34, State-gov, 240283, 9, Transport-moving, White, Female, 40, United-States, <=50K
20, Private, 61777, 10, Sales, White, Male, 30, United-States, <=50K
17, Private, 175024, 7, Handlers-cleaners, White, Male, 18, United-States, <=50K
32, State-gov, 92003, 13, Exec-managerial, White, Female, 40, United-States, >50K
29, Private, 188401, 9, Farming-fishing, White, Male, 40, United-States, <=50K
33, Private, 228528, 6, Craft-repair, White, Female, 35, United-States, <=50K
25, Private, 133373, 9, Transport-moving, White, Male, 60, United-States, <=50K
36, Federal-gov, 255191, 14, Prof-specialty, White, Male, 40, United-States, <=50K
23, Private, 204653, 9, Handlers-cleaners, White, Male, 72, Dominican-Republic, <=50K
63, Self-emp-inc, 222289, 9, Exec-managerial, White, Male, 40, United-States, >50K
47, Local-gov, 287480, 14, Prof-specialty, White, Male, 40, United-States, <=50K
80, ?, 107762, 9, ?, White, Male, 24, United-States, <=50K
17, ?, 202521, 7, ?, White, Male, 40, United-States, <=50K
40, Self-emp-not-inc, 204116, 13, Prof-specialty, White, Female, 40, United-States, <=50K
30, Private, 29662, 12, Other-service, White, Female, 25, United-States, >50K
27, Private, 116358, 10, Craft-repair, Asian-Pac-Islander, Male, 40, Philippines, <=50K
33, Private, 208405, 14, Prof-specialty, White, Male, 50, United-States, >50K
34, Local-gov, 284843, 9, Farming-fishing, Black, Male, 60, United-States, <=50K
34, Local-gov, 117018, 10, Protective-serv, White, Female, 40, United-States, <=50K
23, Private, 81281, 10, Adm-clerical, White, Male, 40, United-States, <=50K
42, Local-gov, 340148, 10, Adm-clerical, White, Female, 40, United-States, <=50K
29, Private, 363425, 13, Prof-specialty, White, Male, 40, United-States, <=50K
45, Private, 45857, 9, Adm-clerical, White, Female, 28, United-States, <=50K
24, Federal-gov, 191073, 9, Armed-Forces, White, Male, 40, United-States, <=50K
44, Private, 116632, 10, Prof-specialty, White, Male, 40, United-States, >50K
27, Private, 405855, 5, Craft-repair, White, Male, 40, Mexico, <=50K
20, Private, 298227, 10, Sales, White, Male, 35, United-States, <=50K
44, Private, 290521, 9, Exec-managerial, Black, Female, 40, United-States, <=50K
51, Private, 56915, 9, Craft-repair, Amer-Indian-Eskimo, Male, 40, United-States, <=50K
20, Private, 146538, 9, Machine-op-inspct, White, Male, 40, United-States, <=50K
17, ?, 258872, 7, ?, White, Female, 5, United-States, <=50K
19, Private, 206399, 9, Machine-op-inspct, Black, Female, 40, United-States, <=50K
45, Self-emp-inc, 197332, 10, Craft-repair, White, Male, 55, United-States, >50K
60, Private, 245062, 9, Craft-repair, White, Male, 40, United-States, >50K
42, Private, 197583, 12, Exec-managerial, Black, Male, 40, ?, >50K
44, Self-emp-not-inc, 234885, 9, Sales, White, Female, 40, United-States, >50K
40, Private, 72887, 11, Machine-op-inspct, Asian-Pac-Islander, Male, 40, United-States, >50K
30, Private, 180374, 9, Exec-managerial, White, Female, 40, United-States, <=50K
38, Private, 351299, 10, Transport-moving, Black, Male, 50, United-States, <=50K
23, Private, 54012, 9, Transport-moving, White, Male, 60, United-States, <=50K
32, ?, 115745, 10, ?, White, Male, 40, United-States, <=50K
44, Private, 116632, 12, Farming-fishing, White, Male, 40, United-States, <=50K
54, Local-gov, 288825, 9, Transport-moving, Black, Male, 40, United-States, <=50K
32, Private, 132601, 13, Prof-specialty, White, Male, 50, United-States, <=50K
50, Private, 193374, 2, Craft-repair, White, Male, 40, United-States, <=50K
24, Private, 170070, 13, Tech-support, White, Female, 20, United-States, <=50K
37, Private, 126708, 9, Adm-clerical, White, Female, 60, United-States, <=50K
52, Private, 35598, 9, Transport-moving, White, Male, 40, United-States, <=50K
38, Private, 33983, 10, Transport-moving, White, Male, 40, United-States, <=50K
49, Private, 192776, 14, Exec-managerial, White, Male, 45, United-States, >50K
30, Private, 118551, 13, Tech-support, White, Female, 16, United-States, >50K
60, Private, 201965, 10, Prof-specialty, White, Male, 40, United-States, >50K
22, ?, 139883, 10, ?, White, Male, 40, United-States, <=50K
35, Private, 285020, 9, Craft-repair, White, Male, 40, United-States, <=50K
30, Private, 303990, 9, Transport-moving, White, Male, 60, United-States, <=50K
67, Private, 49401, 11, Other-service, White, Female, 24, United-States, <=50K
46, Private, 279196, 13, Craft-repair, White, Female, 40, United-States, <=50K
17, Private, 211870, 5, Other-service, White, Male, 6, United-States, <=50K
22, Private, 281432, 10, Handlers-cleaners, White, Male, 30, United-States, <=50K
27, Private, 161155, 6, Other-service, White, Male, 40, United-States, <=50K
23, Private, 197904, 9, Other-service, White, Female, 35, United-States, <=50K
33, Private, 111746, 12, Craft-repair, White, Male, 45, Portugal, <=50K
43, Self-emp-not-inc, 170721, 10, Craft-repair, White, Male, 20, United-States, <=50K
28, State-gov, 70100, 13, Prof-specialty, White, Male, 20, United-States, <=50K
41, Private, 193626, 9, Craft-repair, White, Female, 40, United-States, <=50K
52, ?, 271749, 8, ?, Black, Male, 40, United-States, <=50K
25, Private, 189775, 10, Adm-clerical, Black, Female, 20, United-States, <=50K
63, ?, 401531, 2, ?, White, Male, 35, United-States, <=50K
59, Local-gov, 286967, 9, Transport-moving, White, Male, 45, United-States, <=50K
45, Local-gov, 164427, 13, Prof-specialty, White, Female, 40, United-States, <=50K
38, Private, 91039, 13, Sales, White, Male, 60, United-States, >50K
40, Private, 347934, 9, Other-service, White, Female, 35, United-States, <=50K
46, Federal-gov, 371373, 9, Adm-clerical, White, Male, 40, United-States, <=50K
35, Private, 32220, 12, Exec-managerial, White, Female, 60, United-States, <=50K
34, Private, 187251, 9, Prof-specialty, White, Female, 25, United-States, <=50K
33, Private, 178107, 13, Craft-repair, White, Male, 20, United-States, <=50K
41, Private, 343121, 9, Adm-clerical, White, Female, 36, United-States, <=50K
20, Private, 262749, 10, Machine-op-inspct, White, Male, 40, United-States, <=50K
23, Private, 403107, 3, Other-service, White, Male, 40, El-Salvador, <=50K
26, Private, 64293, 10, Prof-specialty, White, Female, 35, United-States, <=50K
72, ?, 303588, 9, ?, White, Male, 20, United-States, <=50K
